Player_ID,Name,Team,Position,Age,Experience,Salary,PER,WS,VORP,PPG,RPG,APG,SPG,BPG,TS_pct,USG_pct,Games_Played,Games_Started,Minutes_Per_Game,Injury_Count,Days_Injured,All_Star_Appearances,Social_Media_Followers_K,Jersey_Sales_Rank,Draft_Pick,Rookie_of_Year_Votes,Most_Improved_Votes,综合价值得分,正理想解距离,负理想解距离,排名
P111,Player 111,Las Vegas Aces,SG,34,0,141607.1774471699,13.806064125937803,4.294165091633495,2.257101941759321,16.3702094873349,9.480140291084572,1.7731842881565556,1.548086883183588,0.8574597527673948,53.788099793889046,22.984052690597544,28,13,32.50803170185679,4,16,2,1615.8613268591473,54,18.0,2,10,0.5272969004674518,0.029404738753245927,0.032800774252811575,11.0
P077,Player 77,Connecticut Sun,SF,26,13,108445.4913522756,19.061510875387423,7.204194372882182,0.2971171671564625,13.557263646685994,4.0098933290983245,2.576208479262887,1.6373912041455785,0.8542648824411384,48.48218670668169,23.45119256474819,24,34,17.114057544072438,3,12,3,1925.90901700388,132,8.0,39,46,0.5257949234978799,0.029770368914440588,0.03300915505568498,12.0
P125,Player 125,Phoenix Mercury,SF,35,12,236639.0776740764,15.10796630437704,7.507752610767612,1.5945885264141877,11.717324415858492,3.205771993703704,6.831278367268978,1.644158175472182,1.317569997911392,60.10083857492557,20.09531716410972,32,22,25.94692731659085,3,7,6,1921.6476812712676,38,20.0,53,18,0.5173111010734613,0.03029463915333665,0.03246760640988347,13.0
P082,Player 82,New York Liberty,SF,30,9,187505.31476457397,11.471662575079694,6.0795971942950775,1.0470582609562022,12.190869207681343,9.742905036249224,5.236701650693904,0.3401116818879955,1.0442306175210774,45.41889922061826,18.90899313479479,36,8,10.741705576618497,4,0,6,290.1978682964254,116,27.0,46,45,0.5067699684705669,0.029229081188664605,0.030031465353293832,14.0
P105,Player 105,Las Vegas Aces,PG,24,7,106816.95705121868,19.587110796190416,4.875438460745904,-0.9080466172626664,16.49505056263557,10.507940748236008,6.301048442649505,0.6985285689762968,1.8532386619754493,47.561914927324,25.10290752552777,34,5,26.63230254945138,2,44,6,1064.0228506517835,23,23.0,18,46,0.5044246069536187,0.03323078624318117,0.033824169995361385,15.0
P084,Player 84,Connecticut Sun,PG,30,4,156230.58692855563,26.57570320957264,4.774172636534874,1.1806326456765834,19.22681063495561,3.4284657406763643,1.4867576384544483,0.3166383249519126,1.717707419715682,64.3572006969006,22.57984849551957,18,0,11.121339200589215,4,34,4,1564.830492937137,136,17.0,96,47,0.49903753174615073,0.030326263261415288,0.030209735407355286,16.0
P109,Player 109,Minnesota Lynx,SF,28,11,168348.51291785695,10.361281559999076,1.6501355233706014,0.37027610343603,23.740099030972765,10.554854847511718,2.27037847509848,1.859901775789352,0.4321933917947839,52.443340476750265,25.779232181839976,28,33,24.90803797150921,3,1,4,161.7160437673933,62,29.0,76,41,0.4984573072464076,0.0308060031569678,0.03061649118280817,17.0
P081,Player 81,Indiana Fever,SG,31,9,211906.7318898135,21.30220701083634,2.363668548608493,2.12074453924567,19.9020151050194,2.799862033108361,5.172249376726121,2.4021521311008565,1.846844749107393,50.30092856650008,27.116441141441108,23,5,24.36948885661038,0,8,1,399.7078374271974,143,5.0,51,31,0.4976115793790224,0.030499278858107402,0.030209283791823704,18.0
P042,Player 42,Connecticut Sun,PG,34,12,174163.04570538722,21.197560604101724,6.058404869675443,1.043670855490482,24.36328139363809,3.857839391705758,2.1441049051853325,1.1891087076322726,1.9194880405602224,64.10669373007856,18.398874187944436,31,10,29.66875837886092,2,21,5,43.725853130266174,93,34.0,35,24,0.4953889823735655,0.029552823705891143,0.029012730202224495,19.0
P141,Player 141,Dallas Wings,SG,21,9,245487.1596721905,11.44420742190956,3.001243787683581,2.6628604860512515,21.966807579839912,9.578360877826848,0.8117964428779407,1.921122238877201,0.6762227803784315,55.11705385903658,28.862804316595653,12,16,11.684613869638063,3,21,6,1887.9661697122397,54,29.0,17,12,0.4925725768592998,0.033615601133641544,0.032631510571193956,20.0
P146,Player 146,Washington Mystics,PG,32,6,141011.06078960595,17.16140078282335,3.102149014221708,-0.7428709325787483,11.98597068755537,11.853288525938613,7.638588390674292,1.7123373009751854,1.993724022320656,55.1672109383256,29.66334762895044,20,13,23.563359213306285,3,9,5,331.7261581115542,32,20.0,57,23,0.48976041754852384,0.0328178500895211,0.03150066079672148,21.0
P067,Player 67,Seattle Storm,C,30,13,156438.93782963738,13.461202338556074,7.298540832234102,-0.9349903824463198,22.14217522582046,9.246170149172173,7.907371728020434,1.1355287163943055,1.585853366573733,46.42513455530517,17.907469564967606,29,10,30.83292678682531,1,29,3,500.741233606269,76,22.0,26,22,0.4872422172932416,0.033645833314151476,0.03197156830823881,22.0
P028,Player 28,Indiana Fever,SF,35,14,113693.00151792004,21.165571924362364,5.61127041667947,-0.6714568028582382,13.767349200149091,1.3217201133801506,6.611188353098842,1.749548034511846,1.1260226377485705,55.95918977947386,14.679984905984004,16,32,12.055176592794542,2,32,6,814.5365970371895,93,17.0,47,19,0.4837296481024358,0.033913685649565706,0.031776094081709,23.0
P033,Player 33,Las Vegas Aces,PG,23,9,194775.5818254699,16.310576058518745,3.116511999072465,1.00381530437663,18.522653795345143,2.7683588565313904,3.892387133887251,2.4987101966954666,0.732703634810576,48.00097329387968,20.07499135718177,15,25,14.12061688366905,1,2,6,1927.3634893663009,94,32.0,29,0,0.4771964785041203,0.03057164249300846,0.02790470910702384,24.0
P085,Player 85,Phoenix Mercury,PF,21,3,142856.8129422791,11.099403277387548,6.2184401430551794,0.4723287977095882,8.253097206902652,1.9061915017742697,5.868687235115664,1.7244443711401267,0.4961699772789379,50.9088955495484,15.320572556405509,17,7,21.264925474578348,4,1,0,1160.8138148465175,41,6.0,68,22,0.47413939375509045,0.03251803814832295,0.0293197146887706,25.0
P047,Player 47,Washington Mystics,PF,29,14,152637.2518828118,18.85809327543169,2.012204900358084,-0.8645200374825825,10.020210411351623,9.371306927522308,5.440308316256571,2.055190027488996,0.2836852543287672,50.09341244092102,23.56185946629409,11,33,34.596007821385946,1,9,1,44.92920309959153,1,6.0,72,4,0.4676552768982589,0.03469531985040699,0.030479215354935106,26.0
P019,Player 19,Dallas Wings,SG,26,11,115468.58032538988,19.36294302001588,4.494420744136894,-0.6646176130578626,7.072924434449632,8.791992743865382,0.7368960861923153,1.3937844808185402,0.4645479169656115,55.70620262905183,21.9760772543763,26,33,22.209365724573463,3,44,1,542.5094266886632,121,9.0,82,48,0.4491676422587622,0.03631164051419726,0.0296097601602562,27.0
P137,Player 137,Minnesota Lynx,PG,26,7,248091.41939724167,13.358206432923504,0.910712291165235,1.832023201484486,8.843200936951533,7.600226029312341,3.891492712125765,1.6724905142884607,1.968989958000486,47.63457546909124,12.39282114195881,21,13,30.200565747663823,0,20,1,1962.543895156966,118,10.0,35,33,0.43672613768218044,0.035209777008395775,0.027299384888773443,28.0
P090,Player 90,Dallas Wings,PF,26,9,245481.82400614585,13.768287820060785,6.848392188008886,1.4371559912475682,8.13937052309802,2.6616368095899023,1.8573271453211733,2.3557592589721312,1.768151208845632,47.42772836318813,26.97054678616392,11,37,32.05646390237119,1,45,6,1351.5192881167652,46,5.0,74,1,0.43401400739149415,0.035526990183113324,0.02724309722272261,29.0
P027,Player 27,Las Vegas Aces,PF,32,6,235807.2964628896,23.59247060212514,2.409804910728229,1.824205666313082,8.492696194902091,10.590278805197553,3.045876444071045,0.7744853352749779,0.5440529556298227,47.19472397355007,17.884769094085424,18,2,27.36126140326772,2,48,1,990.8005230504187,89,1.0,50,46,0.43287616195774725,0.03426958916102024,0.02615740562482519,30.0
P039,Player 39,Seattle Storm,PG,32,5,218736.85655887728,19.251810804876595,7.537553426157784,0.8665465813987647,18.34324587943048,7.7861961021331645,2.3532742550760983,1.5474357741706692,0.9838906633390644,54.18893536811973,24.52112663694253,30,37,26.910659058459807,4,15,1,1047.3791348317366,17,14.0,6,24,0.4273967138748272,0.03460230040712323,0.02582749678111494,31.0
P143,Player 143,Las Vegas Aces,C,25,1,225749.30570667068,17.38714288581391,4.530467022034421,-0.8440843246935766,17.415323574058476,6.285576419836119,7.899725922191352,0.7768275601997064,1.4151065492188506,59.65603089532501,19.538279743334904,12,8,31.29603092184869,2,16,7,1047.7046810557292,16,27.0,62,48,0.4149827433907321,0.03770212589536968,0.026744051565082805,32.0
P068,Player 68,Las Vegas Aces,PG,35,3,112525.10750480033,10.73563509279662,5.181784969354941,-0.5724573457276596,3.467927038708517,2.4309486414369514,0.8008189355936186,2.1993340290580154,1.4466149257116552,45.24216950469775,19.812348591129755,35,29,31.0981153152931,3,6,1,973.3133687233012,26,,25,16,0.4122581587155137,0.03922917344910618,0.02751641234175431,33.0
P126,Player 126,Indiana Fever,SF,34,11,223380.58643847532,16.535481335175433,7.441763846800822,-0.7651701661247248,19.68124646549001,6.407540014155805,6.542526147125399,1.2042626335747504,0.5104725467682393,54.2107899454828,25.98079002519326,18,21,28.524531256864464,2,22,7,401.8821518623225,141,27.0,36,2,0.4089595497271123,0.03780741036973616,0.026160141078182764,34.0
P009,Player 9,Washington Mystics,C,23,12,248575.77130010095,27.172918490657004,2.9275942730318274,-0.9345277170583318,20.587149337317545,10.07149062517664,3.4769245715119705,2.433806501435995,1.4156286875163024,61.550757911337485,13.785205792569888,10,18,23.28291301420148,3,49,7,1293.2168820044044,137,24.0,95,13,0.4068528841969024,0.041185596038413236,0.028250122321836844,35.0
P136,Player 136,Chicago Sky,SF,35,9,221582.9996172749,12.892264718672005,3.492520279025977,0.4856085781158752,22.30413897786837,6.279327181888359,1.415824355075201,0.51017769043627,1.420566934831251,48.29629631458874,28.197000222370903,15,18,32.75336591955336,4,12,4,1248.4630965883198,47,24.0,39,0,0.3944334204368696,0.03568767156631735,0.023245025200909458,36.0
P071,Player 71,Phoenix Mercury,SG,23,9,163633.30138704643,13.186188716981444,5.207810398035634,-0.0928228245510134,23.659489367283715,1.2433590668189698,3.7896156439219286,0.3564125447741585,0.5999138828306014,52.06502817004128,22.7680552931473,29,34,20.96346221343589,4,35,4,125.1104543998496,109,14.0,16,15,0.3908487795459526,0.03709651405719522,0.023802180471610295,37.0
P127,Player 127,New York Liberty,PF,33,14,242469.9869937886,21.62651034396882,3.881295285530991,-0.1685831562196029,18.312453597183428,1.7062983078264748,4.890157732975641,2.147694866306785,1.277217114305876,61.83997105780123,13.176590836158937,24,18,23.249788073160467,2,13,1,1903.3453226200463,87,12.0,8,9,0.3754344687646751,0.03961357749822085,0.02381223701545045,38.0
P088,Player 88,Los Angeles Sparks,SF,29,14,244483.3809160917,23.46867442690585,6.659429785040096,-0.2994341211677372,9.319257816389795,4.0058547969803024,2.2815749369290823,2.3394759985518747,1.653154446133264,52.63879279305792,12.471540753577166,35,3,19.7468088235386,2,8,0,1275.5498672558197,112,28.0,33,39,0.3734873384312816,0.03978908037638636,0.023719740521355177,39.0
P056,Player 56,Atlanta Dream,SG,32,4,223279.00889355343,12.319834994391686,6.624495796036828,0.1909139052336326,18.94486897363275,1.746207650156891,5.601711818234685,1.830027854717697,0.3895904253277931,57.27867169520124,26.85088938324112,24,25,21.741044367017725,4,29,3,1948.6469431945509,105,35.0,26,48,0.37332818454154354,0.03792538873346846,0.022593351435268937,40.0
P115,Player 115,Las Vegas Aces,PG,35,4,187548.4167776308,20.68466416397288,7.490887118627093,-0.3155718496559636,7.850696599543857,2.443693654506263,3.7316564274635446,2.073183609505348,0.1490426232040252,47.43002752601837,29.219063179502243,19,18,20.31688315208492,1,37,1,97.36088585958018,138,29.0,7,18,0.33154138544887896,0.04024826008202837,0.019962288842095766,41.0
P057,Player 57,Los Angeles Sparks,SF,21,5,205936.33407347443,12.304825101239905,3.793511814276638,-0.5027930362032742,4.437839497576732,4.310599236414979,1.0414880673438187,1.1548278227947606,1.9857186541009129,46.3330408112138,20.968602280742164,17,32,21.261632541445454,1,29,2,1695.65104569796,133,19.0,53,20,0.31951199906695665,0.04029050279532256,0.018917745949739655,42.0
